sentimen,tweet,hashtags,mentions,tweet_length
0,udah manusia kuper macam lu ga ngerti mobile legend jgn sok sok ngomong gituan ntar tol langit lu sangka jalan yol di atas langit akum sampah jgn ngomong tinggi yg nga paham atinya biasa main di goa trus di gaji buat jadi buzer ya mna ngerti bahasa lu,[],[],257
0,kata wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak termasuk presiden presiden sebelum jokowi lah ekonomi indonesia masa pak jokowi baik baik aja tuh malah ngehoaks dengan menyalahkan presiden terdahulu,['#PrabowoSalahkanSBY'],[],280
2,luarbiasa pembangunan infrastruktur di era bapak semoga infrastruktur yang dibangun dapat menunjang pertumbuhan ekonomi dan pemerataan sosial di republik indonesia semangat,[],[],173
0,aduhhhh keadaan ekonomi dulu diposting tuan nilai tukar rupiah neraca perdagangan indonesia di forum internasional,[],[],121
1,di jaman sby harga pupuk murah di jaman bpk pupuk mahal dan langka bisa di jelas kn kenapa pk,[],[],97
0,nonton debat g smalm pak prabowo dgn tegas mengatakan trpuruknya ekonomi indonesia itu bkn slh presiden sblmy,[],[],132
2,semoga president yang terpilih nanti bisa menurunkan harga tiket pesawat jokowi prabowo,"['#01', '#02', '#dilemapengenjalanjalan']","['@jokowi', '@prabowo']",121
1,sedangkan prabowo lebih fokus pada swasembada pangan harga sembako murah menciptakan lapangan kerja target market yang disasar cenderung kaum emak emak dan mereka yg sulit mendapat kerja keyword kekayaan negara kebocoran negara,[],[],234
2,dengan memilih prabowo sandi anda akan beramal selama 5 th karena gaji mereka akan disumbangkan untuk kaum dhuafa dan anak yatim aamiin,['#TheGreatCampaignOfPrabowo'],[],174
0,ohh prabowo ikuti 1400 karyawannya yg tidak mengambil gajinya,[],[],145
2,bapak jokowi 2 periode harga mati,"['#photoshop', '#JohnWick']",[],83
0,hadeh susah sih kalo otaknya ketinggal di jaman batu itu berarti pak jokowi melek digital bukan yg jawabnya yang onlen onlen ya tp lebih penting lagi sih bayar gaji pegawai ngurus perusahaan aja gak bisa gmb mau ngurus negara wkwkwk,[],[],241
2,artinya presiden yg ke 6 tdk menerima gaji prabowo sandi akan dilimpahkan ke yatim piatu dan dhuafa subhanallah,[],[],111
2,logistik lancar arus barang lancar aman ga ada preman jalan bagus bikin kendaraan awet akhirnya harga murah dan penduduk sumatra yang menang,['#BarengJokowi'],[],161
2,klo ini terlaksana saya yakin pak prabowo dgn kebesaran hatinya akan mengatakan sys belum bisa ngaji klu satunya barangkali akan meng iyakan demi sandiwara hiks hiks hiks,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],228
1,paguyuban suami suami gaji paspasan mengucapkan karena ga pernah nuntut buat beliin tas hermes jokowi,['#TerimaKasihIstriku'],['@jokowi'],124
2,mantap semoga roda ekonomi papua berjalan lebih efektif dan efisien terimakasih pak jokowi,[],['@jokowi'],93
0,kalau sampai nanti kalian ambil gaji itu apa yg kalian makan dari hasil gaji itu akan memakan tubuh anda dari dalam,[],[],115
2,siap ketuaku ini bukan saja harga diri partai tapi kinerja jokowi lebih jelas dan lebih dinikmati hasilnya untuk kemaslahatan ummat bukankah garis perjuangan ketua lebih berpihak ke masyarakat yg lemah dan jokowi sudah sangat banyak membantu masyarakat sampai di desa2,[],[],276
0,sedih ya bro mudah2an di akhir periode ke 2 pemerintahan pak jokowi nanti harga diri kampret bisa naik minimal jadi 250 ribu lah,[],[],159
2,mamfaat yang dapat diperoleh dari pelaksanaan asian games 2018 tidak hanya sebatas di bidang pembinaan olahraga nasional tetapi juga dari sisi pembangunan infrastruktur pariwisata dan perekonomian secara lebih luas indonesia maju jokowi hebat,[],[],249
0,mestinya dia liat dan datang bahwa yg datang kesana org2 mukanya cling fasionable happy gak ada kelihatan org yg susah kalo pun mrk ekonominya sederhana mrk dtg dgn rasa bahagia dan bangga jd gak ada yg bayar krn cebong adalah org yg makmur lahir bathin,[],[],262
2,oohh baiklah pemirsah beda judul aja ya diambil cash/ di transfer judulnyaaaaa saya tetap gajian,[],[],109
0,masalahnya dulu kamu janji pertumbuhan ekonomi 7 meroket katamu janji stop import janji stop utang janji ini itu kalo nggak mampu ya lambaikan tangan biar prabowo sandiuno saja jangan kebanyakan ngeles,[],"['@prabowo', '@sandiuno']",214
1,di korsel banyak yg main game starcraft sampe bener2 pro bener mainnya negaranya maju militernya kuat ekonominya sangat kuat,[],[],130
1,demi kelangsungan peningkatan perekonomian kesehatan pendidikan serta kesejahteraan sosial di indonesia jokowi terus menerapkan beberapa ide ide baru dngan harapan banyak faktor di indonesia yang meningkat seiring dengan berjalannya waktu dimasa pmerintahannya,['#PiliOrangbaik'],[],279
2,kenapa g sandi bahas kalau salah mas kan bisa jadi poin besar untuk buktikan jokowi g bagus atau emang prabowo yg g tau ekonomi makro atau ekonomi skala nasional,[],[],167
1,prabowo janji pertumbuhan ekonomi 8 rizal ramli jelaskan caranya,[],[],66
1,sandiuno prabowo mardanialisera fadlizon prabowo berujar salah arahnya pembangunan ekonomi indonesia saat ini juga tak terlepas dari andil presiden sebelum jokowi anjay,"['#PrabowoSalahkanSBY', '#KoalisiPrabohong', '#WowoCapresAbadi']","['@SandiUno', '@Prabowo', '@MardaniAliSera', '@FadliZon']",229
1,secara khusus presiden jokowi ingin melakukan pembangunan manusia sebab tantangan global menuntut penguatan sumber daya manusia sdm sebagai penopang perekonomian,"['#PiliOrangbaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],219
1,inilah bukti pemerataan pembangunan yang dimaksud jokowi diharapkan koneksi warga papua lebih efisien dan titik ekonomi baru tercipta,[],['@jokowi'],136
2,pertumbuhan ekonomi harus diimbangi dengan pemerataan selain untuk mencegah ketimpangan juga demi mewujudkan keadilan bagi seluruh rakyat indonesia jokowi,"['#PilihOrangBaik', '#PilihYgJelasIslamnya', '#PilihYgBajuPutih']",['@jokowi'],241
1,gimana nih pa di gaji ga jokowi prabowo,[],"['@jokowi', '@prabowo']",42
2,celotehprabu assalammuaalaikum wr wb maaf bpk prabowo sandi jng hanya guru honor k2 saja yg di perhatikan tetapi para guru2 honor/honorer di sekolah2 swasta lah yg harus di fikiran mereka hidup tdk layak dng gaji seenak yayasan saja di bawah umr sang,[],['@CelotehPrabu'],255
2,yaa allah banyak dari kami blm mampu berbagi utk sesama namun kami hanya mampu melalui hati dgn memilih prabowo sandi sbg presiden dimana beliau akan memberikan gajinya utk anak yatim dan kaum dhuafa yaa allah berilah amanah kpd beliau berdua,[],[],248
2,2004 sy pilih sby jk tapi 10th tdk dihargai prabowo sy mau agusyudhoyono jadi capres 2024 sy pilih jokowi krn kalo prabowo menang pasti mau 2 periode juga demokrat pasti aman 5 besar pemilu menurut dennyjaworld,"['#2019TetepJokowi', '#2024capresAHY']","['@prabowo', '@AgusYudhoyono', '@jokowi', '@prabowo', '@DennyJA_WORLD']",256
0,kalau benar codot cuma dihargai 200rb murah benar harga dirinya cuma 50rb 200rb gua dibayar 20jt diminta datang ke kampanyenya prabowo aja ogah,[],[],149
2,ada pula dampak second round effect pada momen asian games 2018 yang terjadi karena adanya efek pengganda terhadap perekonomian sehingga dapat menyebabkan penciptaan lapangan kerja pertumbuhan ekonomi dan penambahan pendapatan masyarakat jokowi hebat,[],[],254
1,jika prabowo sandi menang saya berjanji tidak akan mengambil gajinya,[],[],81
1,sebelumnya harga bbm di papua senilai rp 100 000/liter sungguh drastik di era jokowi mampu menekan harga premium seharga rp6 450/liter setara dengan harga bbm di seantero nusantara,"['#PiliOrangbaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],236
2,hahaha takdelah maaruf amin yang jadi calon naib presiden dengan jokowi tu pun pemimpin majelis ulama indonesia saja pilih prabowo sebab jokowi ada masalah ekonomi waktu jadi presiden dulu,[],[],194
1,bila terpipilh prabowo sandi akan berikan seluruh gajinya untuk fakir miskin,[],[],187
1,salah satu wacana untuk memanfaatkan teknologi dalam e sport juga patut diacungi jempol wadah dan regulasi yg jelas bisa memberikan angin segar pada perputaran ekonomi pajak dari sektor ini perlu dikawal anak muda punya kegiatan positif negara bisa mewadahi itu juga misi,[],[],277
0,saham sdh dijual aset banyak berkurang sekarang tidak akan menerima gaji hmmmmm mau korupsi yg g seberapa,[],[],123
0,penerimaan pajak itu bahasa kerennya tax ratio tax ratio itu sumber penerimaan pajak jadi jelas yang ditambah itu sumbernya bukan tarifnya contohnya cukong2 konglomerat yang selama ini gak bayar pajak dipaksa untuk bayar yang bilang kontradiksi berarti ketauan gak paham,[],[],275
0,bu ning dr tengaran mengeluhkan harga kacang yg slalu terjepit harga susu yg kian menonjol dan harga kolor yg turun naik di mana pak jokowi,[],['@jokowi'],143
2,hahahaha kalau mau sumbang itu bukan gaji om tapi dana operasional presiden dan wapres berani gak saya yakin kagak kenapa krn dana operasional itu besar mknya knp jokowi justru beli sabun 2m bagi sepeda bagi sembako itulah dana operasional yg dia beri utk rakyat,[],['@jokowi'],276
2,di saat yg tak berotak memikirkan mobile legend di satu sisi orang cerdas memikirkan ekonomi kerakyatan,['#UASdifitnahKejiDanBrutal'],[],131
0,pokonya ekonomi meroket lah hidup mobile legend,"['#2019gantipresiden', '#kumsi']",[],75
0,kalau lihat total program pasti tahu kualitas jika membahas respon wacana perputaran ekonomi dari dunia game esport itu juga bisa menjadikan ekonomi sedikit terangkat ibu kenal ibu mia ga yg dari tegal,[],[],208
2,gaji buta dong pak mending kami laporkan ke pak prabowo kalau dengan izin allah beliau jadi presiden gantiin bapak,[],[],125
0,kerjanya jokowi bbm naik listrik naik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit semua susah waktunya ganti presiden,[],[],238
2,dari data lu aja keliatan kan di zaman jokowi cuma 2 6 tapi infrastruktur nambah dimana2 dana desa triliunan sehingga desa bergerak ekonominya gila keren emang indonesia di zaman jokowi lebih keren lagi pastinya di periode ke 2,[],[],249
2,maka dari itu jangan sampai memilih mereka entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk ke bank2 luar negeri mereka sudah rencana tidak mau terima gaji presiden terlalu sedikit buat prabowo sandiuno mereka kelas kakap ikan teri utk bawahan2 aja,[],"['@prabowo', '@sandiuno']",341
1,jangan cuma bisa sebut pertumbuhan ekonomi saat rezim sby 6 jokowi 5 coba diliat trennya sejak 2004 sd 2014 grafiknya turun terus sampai dibalikkan jokowi th 2016 cek juga inflasi masa sby vs jokowi,[],[],206
0,pemimpin terbaik kok ekonominya gak sesuai goal jangan berlebihan,[],[],67
1,coba lu ngmng gini waktu jaman lulung dan m topik btw fungsi dprd itu mitra dlm bidang legislatif tp jg bs jd pengawas gubernur dlm menjalankan anggaran gw sbg pembayar pajak lbh seneng anggota dprd yg garang kok,[],[],231
2,punya presiden yang sangat menghargai istrinya kiyaimarufamin jokowi addiems,['#TerimaKasihIstriku'],"['@Kiyai_MarufAmin', '@jokowi', '@addiems']",128
2,semoga jokowers yg membaca ini mendapat hidayah allah swt jika terpilih prabowo sandiaga janji tak ambil gaji,[],[],137
1,lagi beli lalapan abang lalapan nanti kalo yg jadi presiden pak jokowi lalapannya ngga naik kalo presidennya prabowo harganya naik aku dalem hati waduh frontal gini v tapi gapapa lah semua orang berhak ikut pesta demokrasi negeri ini aku pengamat ae wes v,[],[],273
1,total dampak dari asian games 2018 berkontribusi langsung terhadap produk domestik bruto pdb negara dan pertumbuhan ekonomi indonesia jokowi hebat indonesia maju,[],[],166
1,nilai ekonomi seperti peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara asian games 2018 jokowi hebat jokowi sekali lagi,[],[],263
2,paguyuban suami suami gaji paspasan mengucapkan yang masih belum jelas keberadaannya karena ga pernah nuntut buat beliin tas hermes jokowi,['#TerimaKasihIstriku'],['@jokowi'],161
1,dampak ekonomi tdk langsung asian games 2018 meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pd pertumbuhan pdb dan nilai tambah ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat,[],[],280
1,kan ga hanya gaji aja yg d terima mungkin ada insentif laen dari kegiatan pak jokowi yang jelas udah d klarifikasi kpk jadi anda ga yakin sama sistem pengujian lhkpn yg d lakukan oleh kpk,[],['@jokowi'],190
2,pakdeku juarakkk presiden aja bisa menghargai para driver lahh trus cs rese yg bukan sapa2 knp suka meremehkann driver tapi ga smua jg cs bgtu,[],[],146
0,topik debat kan tentang ekonomi dan kesejahteraan sosial keuangan dan investasi serta perdagangan dan industri trs kenapa malah pk jokowi membahas e sports game sprt mobile legend dota 2 sama pubg itu game yg membuat anak2 kita terlena,[],[],247
0,kasihan ya hari gini baru bicara harga2,[],[],39
2,tgb menilai jokowi bahwa pada debat kemarin jokowi kuasai soal bagaimama membangun ekonomi kreatif alvinolulu barnabyo katerinakwari,"['#01JokowiAmin', '#JokowiMenangTotalDebat']","['@AlvinoLulu', '@Barna_byo', '@katerinaKwari']",266
2,ditanya soal kritik prabowo ahy minta hargai pemimpin pendahulu,['#bukansalahbapak'],[],106
0,debat prabowo mau belajar ekonomi ke tiongkok lupa kalau kampret benci china,[],[],103
1,orang2 yg benar faham ekonomi yg akan membantu pak prabowo,[],['@prabowo'],91
0,gimana mau main mobile legend kalo paket aja nggak kebeli krn ekonomi lemah jawaban prabowo cerdas dan kena tepat ke jantung masalah kalo jae kasih pertanyaan biar dianggap dia manusia millenial padahal dungu nggak ketulungan hehhehee,[],[],240
0,goblog aje ampe ada yg mempermasalahin moba pubg pak jokowi cmn ngikutin trend utk milenial utk lbih bisa dipahamin kan kalo liat full videonya dia lg bahas ekonomi digital esport itu salah satunya pubg ama moba tuh bagian dri esport wakkaakaka,[],['@jokowi'],257
0,setelah itu saya nyerocos tentang profesor sumitro joyohadikusumo ekonomi benteng orde lama orde baru karier militer pak prabowo soal beliau jadi menantu pak harto dan semacamnya tetangga kamar kaget saat saya bilang pak sumitro itu keturunan tionghoa dan non muslim,[],[],276
2,senang gembira lihat lautan manusia kemarin tepatnya tgl 13 april 2019 pintar cinta damai bukan provokator dan tdk muda percaya hoax mendukung pak jokowi jgn golput pancasilatoleransi nkri harga mati,['#KonserPutihBerSATU'],['@jokowi'],251
0,anjing aja lebih punya harga diri dari pada kalia projo45 yg rela nyuri/maling cm demi terlihat rame apa pak jokowi yg instruksikan kalian spy menghalalka segala cara,[],"['@projo45', '@jokowi']",178
0,tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada 1 2 orang yg mengeluh harga2 mahal mau di bawa ke mana ekonomi negara ini,[],[],151
2,kadang bingung juga mereka2 yg tak bersyukur ada infrastruktur jembatan mempermudah kegiatan perekonomian di timur indonesia preaiden kalo cuma mau menang bangun aja di jawa selesai dpt dukung banyak tapi jokowi menjalan pembangunan keadilan seluruh rakyat,['#IndonesiaOptimis'],[],276
1,pak liat ini pak jokowi prabowo chillipari sandiuno kaesangp luhutbinsar tolong digajih team yg bikin film dokumenter sekeren ini bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu,[],"['@jokowi', '@prabowo', '@Chilli_Pari', '@sandiuno', '@kaesangp', '@LuhutBinsar']",264
1,namun sebagai anak seorang ahli ekonomi fenomena ransel besar prabowo juga sesuatu yang wajar bagi yunus prabowo sandiuno,"['#PrabowoSandi', '#IndonesiaMenang', '#IndonesiaAdilMakmur']",[],176
2,ini penutup debat kemaren pak prabowo dan pak sandi akan memberi sepenuhnya gaji mereka sbg presiden n wakil presiden untuk membantu rakyat miskin tp sebelum debat ini juga pendukung padi sih udah pd tau ya ga ya ga,[],[],247
0,masak kebijakan ekonomi nasional hanya di dasarkan pada keluhan 1 2 orang harga mahal mau dibawa kemana ekonomi negara ini,[],[],135
2,beneran itu paling kocak kemaren ditambah lagi pas uno diajarin ekonomi makro ama pak jokowi anjaaay lulusan summa cum laude diajarin tamat dah itu pasangan 02,[],[],211
2,jokowi lebih cepat merespon perubahan tuntutan jaman merangkul semua kalangan hasil kerjanya nyata sentuhan jokowi mengangkat harga diri bangsa dimata dunia memilih jokowi melawan khilafah preman brjubah yg menjual agama u/ takut2i rakyat,[],[],248
1,boleh ketemuan ya kita berapa nomor whatsapp ente saya di pebayuran bekasi petani di pebayuran ga ada masalah harga fluktuatif normal kisaran 4 200 sampai 4 800 per kilo untuk gabah kering,[],[],197
1,ada berapa jumlh buku sale brap harganyafaldomaldiniprabowo tolong,[],"['@FaldoMaldini', '@prabowo']",69
0,ternyata omm wowo ga mahir ekonomi sandi kan pengusaha masa ga tw begituan mw dibawa kemana rakyat nanti hny diteriakin dg ilusi,[],[],130
0,sandi uno bicara soal ekonomi global yg buat contoh sample ibu murjiah sama ibu paijem dari tegal hahahhahaha,[],[],115
